,tweets,class
7073,Chilling at this one intersection for 10 mins and counting .Not like I have anywhere to go #sarcasm,sarcasm
7074,You're so funny 😂 #sarcasm,sarcasm
7075,"Really...? Me of the crap dates, you want to follow me? #sarcasm http://t.co/w9jcZ8jqYB",sarcasm
7076,I'm loving the high-waisted underwear #TheYakuza are wearing! What a turn on for the ladies. #TCMParty #sarcasm,sarcasm
7077,"Strange that Banks charges money for NOT having enough money in the account.

People can't even afford to be broke now days. 
#sarcasm #idk",sarcasm
7078,"@NBCNews Wow, easy there #NBC. I'm sure this was all your idea -- right #sarcasm That's funny because I heard #Trump dumped you.",sarcasm
7079,@latimes Why are you promoting these liberal global warming lies with a story like this? #sarcasm,sarcasm
7080,"Oh yeah, Trump will be a great president. Being bankrupt 6 separate times gives him the experience to fix the national debt, right? #sarcasm",sarcasm
7081,I never knew a car turning can cause traffic 😒 #sarcasm,sarcasm
7082,Shout out to @JambaJuice for showing me my dislike of bananas is actually an allergy. #shoutoutday #sarcasm #allergies,sarcasm
7083,@gpgailmp @TheBlazeNOW The religion of peace wouldn't dream of turning away anyone. #sarcasm,sarcasm
7084,"Astonishing. Quality, responsible journalism wins again, folks! #sarcasm https://t.co/V9cyPQvMQL",sarcasm
7085,"@walkingreapers #sarcasm
I would rather watch The Shockmaster -vs- The Gobblygooker in a Bra &amp; Panties Match...",sarcasm
7086,"Oh don't worry, I didn't wanna talk you today anyways.☺️ #sarcasm",sarcasm
7087,"By the grace of God and a lot of salt water swimming, Manny is healed! #hallelujah #sarcasm 
http://t.co/Jqr4A2oVu6",sarcasm
7088,"Thrilled to be followed by ""Stripper and Porn News.""  Full disclosure: I neither strip nor does anything I do resemble porn.
#sarcasm",sarcasm
7089,"But, those are the good guys so no problem there, all right? #sarcasm #donoevil  https://t.co/9aMqux9Ca2",sarcasm
7090,"19% @TangerineBank - really? Yup, you guys sure listens to ""us"" for overdraft protection... #sarcasm
#lies #bigBank #whatsNext",sarcasm
7091,Being able to understand #sarcasm is a superpower because a lot of people still can't do it😒😈,sarcasm
7092,"This morning's #earworm: ""Fuck You"" by Lily Allen

...yeah. Got a DMV appointment too, so you know things are looking up. #sarcasm",sarcasm
7093,Your such a great person! #sarcasm,sarcasm
7094,"@robertliefeld well that made sense. Why didn't I read the other tweets. I think you missed the #sarcasm 
#sensitive",sarcasm
7095,"Tarantino. I mean, I guess I'll see it. #sarcasm http://t.co/ylDt0yZlrU via @thr",sarcasm
7096,got to love switching python modules and having to rewrite everything now. #sarcasm,sarcasm
7097,@Matt_Winkelman That's it?  #Sarcasm #DoingItAll,sarcasm
7098,This works for me... I love sarcasm... #sarcasm #winning #longlivedickery https://t.co/FSWL3k3Y44,sarcasm
7099,@franklinleonard @rdlln  Why not just privatize the fire department or the military? #sarcasm,sarcasm
7100,Completely looking forward to the country music blasting down the hallways as well as seeing all u drama loving twats #buhs #leggo #sarcasm,sarcasm
7101,Glad I'm in a pants suit today. #sarcasm #sweatmonster,sarcasm
7102,"Oh well, it's all over. Season is done. #Royals #sarcasm",sarcasm
7103,@HARRISFAULKNER @SandraSmithFox @LizMacDonaldFOX @AndreaTantaros @PeteHegseth #Killary will B 1st #Potus sworn in from #Leavenworth #sarcasm,sarcasm
7104,"@little_bakeneko @Lenn_Len 
I'd love to have you blow me... 
#sarcasm
#Notreallysarcasm
#JustNostra",sarcasm
7105,Pretty much 😒 #sarcasm can't you think your so smart 😉 https://t.co/gl0PSugozk,sarcasm
7106,Funny they moved into a house that looks almost identical to the one Zayn bought in 2012. Peculiar... #sarcasm https://t.co/LB1350FdqC,sarcasm
7107,Another miserable day in San Diego. Are you the #super version of you? #sarcasm #unstoppable… https://t.co/Z54QXJF4d9,sarcasm
7108,"Yep, losing weight means eating rabbit food and salads  #sarcasm #dontfallforthelies #eattoloseweight... http://t.co/tndNoWYVC9",sarcasm
7109,@daveevansabc7 @ABC7NY @NYCSchools @BilldeBlasio Whoo-Hoo. What an increase! #sarcasm  Are we proud of 35.2%?  #commoncore MUST go #refuse,sarcasm
7110,The @IndianNazi is trolling Hindu #Extremists on Twitter &amp; the #sarcasm is unbeatable: http://t.co/FBt4L188gQ http://t.co/82RJoNcXzB,sarcasm
7111,when do the cowboys play? #sarcasm,sarcasm
7112,"Yeah, that's the solution. #sarcasm https://t.co/0g9JZb3eoO",sarcasm
7113,Lot of legal scholars active on Twitter today. #NFL #DeflateGate #JudgeBerman #Sarcasm,sarcasm
7114,"They never warn you when Tony Blair or Donald Trump are about to come on the news, what's so special about flash photography?.. #sarcasm",sarcasm
7115,@kerrysoup90 @lutonnews @TRobinsonNewEra Tell @anjemchoudary . He might be interested....... #sarcasm,sarcasm
7116,@610SportsKC Andy McCullough always this entertaining on the radio. #sarcasm,sarcasm
7117,If my wifi at home could possibly suck any worse that'd be fantastic!! #sarcasm,sarcasm
7118,@wyemichael That was #sarcasm my fellow Patriot friend. :),sarcasm
7119,@FayreAndSquare Scunthorpe thanks for a perfect evening #sarcasm #NotGoingBack @notaaveragelife,sarcasm
7120,"I am 100% adult. I do not condone any sort of tomfoolery.
#Sarcasm #LoveFun #BeAKid #HaveFun #BeSilly… https://t.co/1iJ9PSOY2N",sarcasm
7121,@E_Energy_Adams you mean there's a line to sell at these prices 😄 #sarcasm,sarcasm
7122,I like this #veto comp where we're supposed to take #BB17's word on the players times #sarcasm,sarcasm
7123,"A place called 'Go Home' in #Ontario. Lol so #unCanadian
#sarcasm #hilarious #placeswithweirdnames #Canada #travel http://t.co/Xg56wWtpWE",sarcasm
7124,"It's appalling that we're having FUN with the #BradySketch  .we should go back to arguing about gun laws, religion, realty shows. #sarcasm",sarcasm
7125,Swift blinding violence is always the answer.   Remember that boys &amp; girls! #PSA #Sarcasm,sarcasm
7126,"Thanks for showing me how important I was to you.😒 
#sarcasm #fuckyoutoo",sarcasm
7127,@ClaptonJoanne what? Everyone knows that L O V E is for conventionally attractive people only lol #sarcasm,sarcasm
7128,@Mariners I missed who won #MarinersPOG today... Did you guys pick one? #sarcasm #GoMariners,sarcasm
7129,"So, the new season of ""Kendra On Top"" is ""the one that changes EVERYTHING""?  #Sarcasm http://t.co/TxNwam0njG",sarcasm
7130,.. And now my stomach hurts #sostressfree #sarcasm,sarcasm
7131,"Currently reading #HalfBad, the first of a new youth series. It will have a movie trilogy too, no doubt starring Shailene Woodley. #sarcasm",sarcasm
7132,I'm glad I mean something to you and that you actually want to see me before you move away😊😊 #sarcasm,sarcasm
7133,"""Best thing about being back in north manny is having no cell phone service!!"" - No one ever #Sarcasm #Annoyed",sarcasm
7134,Is there a game on tonight or something?  #Sarcasm,sarcasm
7135,"How come when I kill and harvest hay, the grass rights activists don't make a fuss? #sarcasm #farm365 http://t.co/RkrrR5hTHB",sarcasm
7136,@dementia @News5AKSYON Gud jab LTFRB for controlling the franchises so well. #sarcasm,sarcasm
7137,@STRIGGA Axel Tischer vs Baron Corbin was awesome #Sarcasm,sarcasm
7138,"@barb_rule Hicks made an out on the first pitch. I guess that sets the tone for the game, right? #sarcasm",sarcasm
7139,@_BronT_ Because the ability for a woman to live a fulfilled life outside of a husband and/or children is simply impossible #sarcasm,sarcasm
7140,@JJDigitized I didn't know that. #sarcasm,sarcasm
7141,Good news for all of us truck drivers. #sarcasm https://t.co/fg4DQuffPN,sarcasm
7142,It's amazing how I find some of my long held gifts from family/significant others missing lately. Like my #SwissArmypocketwatch #sarcasm,sarcasm
7143,Just submitted another student loan application... yaaay for adding more debt to my name... #sarcasm #uniproblems,sarcasm
7144,Lovers quarrels is the best thing to be arround as third wheel #not #sarcasm #letsbesomwhereelse,sarcasm
7145,The Green Party have not made a comment about Corbyn's plans to ramp up fossil fuel production. Strange that. #sarcasm #corbyn #GreenParty,sarcasm
7146,@PzFeed  that will help California's economy #Sarcasm,sarcasm
7147,I'm sure Sho Time is going to have an easy time selling #MayweatherBerto given all the Berto highlights. This fight sells itself #Sarcasm,sarcasm
7148,@nlaurent191 thx4 adding the academic rigor needed. #Sarcasm Do Uthink the only way GNFT can succeed is for ICPT to not? Wrong thinking.,sarcasm
7149,Light travels faster than sound. This is why some people appear bright until they speak. #sarcasm,sarcasm
7150,The Wallabies have scored a try. The comeback is on. #Sarcasm #NZLvAUS,sarcasm
7151,@solutionreach but I do greatly appreciate the unfulfilled promises to call me back #sarcasm #stillwaiting,sarcasm
7152,@allison_deckard @King_Long25 what's the worst is layin at home all day after you've graduated... 😄 #sarcasm,sarcasm
7153,What a nice change of pace from last years' special teams.  #sarcasm,sarcasm
7154,@gwenifill but 2016 will different! @realDonaldTrump is a shoe-in for President. #sarcasm,sarcasm
7155,But it's the drugs that were looted during the #BaltimoreUprising that are causing increased violence... #sarcasm https://t.co/6ZBXtp9d4N,sarcasm
7156,@JohnMadden1 well thank goodness! You can't trust little people under the age of 5 anymore you know. #sarcasm #ridiculous,sarcasm
7157,@LarryHolder first game of preseason and they don't look perfect. Yikes. #sarcasm,sarcasm
7158,Marioto is looking like a champ right now!! #sarcasm,sarcasm
7159,"And don't forget to not capitalize sentences:
#sarcasm
#goodadvice
#musicindustry  https://t.co/y7TpC5M2rc",sarcasm
7160,Why the Boks will win the World Cup #SSXtra #sarcasm via @SuperSportTV http://t.co/SCLSfHxvtj,sarcasm
7161,@ashleyraee21 just wait until you get to 25. You'll truly know the meaning of so old. #sarcasm,sarcasm
7162,"Oh yeah, the #21DF totally sucks *insert eye roll* #sarcasm https://t.co/vJQtQLYcSG",sarcasm
7163,@AIRsPops @Chargers thats the spirit! #Sarcasm 😏,sarcasm
7164,there was a FGL concert tonight?? #sarcasm,sarcasm
7165,"@izzyhohenberger That's my philosophy. Do it once, do it again, because most people will repeat their dumb mistakes. #sarcasm",sarcasm
7166,Why wait till you are dead to become sexual depraved? You can do it now #sarcasm  http://t.co/cqeBobf4ZT,sarcasm
7167,#GoodMorning #Twitter what a beautiful day in the #UK #sarcastic #liar #rain ☔️☁️,sarcasm
7168,Statement Shirt!!! #sarcasm #ThankGodItsSaturday #goodvibes… https://t.co/3jPCMdZcNC,sarcasm
7169,"Hehe smh""@timGothic:big deal #sarcasm RT @peterndegwaM The
Kikuyu in me is very bitter""",sarcasm
7170,Time for a nap. I'm so exhausted from watching #Netflix all day.... #rainyday #lmao #sarcasm,sarcasm
7171,So much for academic freedom. Thanks for making a mockery #UIA2 administration. Keep being uncivilised. #sarcasm   https://t.co/qILq8L1ayR,sarcasm
7172,@bobfescoe Why did Ned pull Guthrie? #yosted #sarcasm,sarcasm
7173,Yay arriva you never fail #sarcastic,sarcasm
7174,"#whatilearnedtoday as our country burns, at least @POTUS gave us some tunes! #sarcasm @DocThompsonShow @skiplacombe http://t.co/TrkFPTPjZg",sarcasm
7175,So glad I got to see my niece/god daughter on her birthday today! #sarcasm,sarcasm
7176,@610SportsKC just enough time for the pen to blow this. #sarcasm,sarcasm
7177,Oh don't mind me let me just reply 2 days fucking later on a subject that's been dead and gone #sarcasm #dumbass,sarcasm
7178,@IrishCARBomb21 @NinjaNina7 I'm not sure but I think you guys really like each other #sarcastic,sarcasm
7179,@Curtis_Ba11 @DeludedBrendan that's a witty comeback #sarcasm,sarcasm
7180,"@Napplesaddict @elliegalaxies ah good thinking, am stood in another, love queues me #sarcasm",sarcasm
7181,Idzik drafts just keep looking more and more stellar #sarcasm  https://t.co/qQCi8MbUxd,sarcasm
7182,My number one fitness goal is to be the guy who yells his brains out while doing hamstring curls. #sarcasm,sarcasm
7183,We value our #Independence - to litter as we please. Our forefathers fought &amp; sacrificed for this. #Sarcasm #Satire  https://t.co/fMpSRIsbML,sarcasm
7184,"@usweekly and to think, Kris is usually so shy about speaking to the media #sarcasm",sarcasm
7185,@ausceecee It is the perfect environment for her #sarcasm I really want it to not be true.,sarcasm
7186,Your face is equivalent to a headache!!!! #Sarcasm at its best!,sarcasm
7187,Well now there's something to talk about. Ensemble #48 of the ECMWF has a TS in the gulf 13.5 days out. This is exciting! #sarcasm,sarcasm
7188,Great first half from @WayneRooney... #ThatTouch #Sarcastic,sarcasm
7189,"@WFDPod made me think about The Culling, Harvest, and the Ravagers. Thanks a lot! #sarcasm http://t.co/lR9pj1fYSu",sarcasm
7190,Yay! Forced insomnia! Yay! #Sarcasm #DiabeticProblems #PsoriasisSucks #KeepFighting #OneMoreTime #DaftPunk,sarcasm
7191,@jjhlane @kaitlynbristowe  @BachParadise it was really horrible when you picked her up and ran around the bases. What an awful guy #sarcasm,sarcasm
7192,"@LequishaTheHoe @scoresomegoals @NickKyrgios Yeah, so, Congrats.. Nick deserves you both! 👍 #sarcasm",sarcasm
7193,I am so glad we traded for Brandon Moss. #sarcasm #STLCards,sarcasm
7194,Oh the longer extra point...because you know all us fans actually give a crap about that. #sarcasm,sarcasm
7195,Shoutout to Hollister for always mixing up the song selection. #Sarcasm #TheyPlayTheSame8Songs #InTheSameOrderEverytime,sarcasm
7196,@poploser bunch of bums! do we jump off the bandwagon now? #sarcasm,sarcasm
7197,Love coming on here and seeing the aftermath and subtweeting of gay Twitter fights #sarcasm,sarcasm
7198,@kbeilz you? Never! #sarcasm #supremeorganiser,sarcasm
7199,"@ProFootballTalk More exciting though, right?! #sarcasm",sarcasm
7200,"For the mount of time Indian Parliament is not used for original purpose, I think it can be let out on AirBNB #sarcasm",sarcasm
7201,Get Your Burger Baby at Fraqs😎 #foodie #weekend #babyburger #friday #sarcasm https://t.co/VKXf3rd6nx,sarcasm
7202,@JebBush lied about his meeting with #BlackLivesMatter? No not possible. #Sarcasm  https://t.co/G726WZK6i8,sarcasm
7203,"W/8 pro passes under his belt and already an interception, I think we can safely call Mariota a bust. #NFL #sarcasm",sarcasm
7204,@KimJonesSports im probably over reacting but can we call for tommys head?? #Sarcasm #NYGvsCIN,sarcasm
7205,Things could not be going any better for me #sarcastic,sarcasm
7206,@BurgundyBlog yup...those genius' want to show the league playbook in preseason #SARCASM #JONESIDIOT,sarcasm
7207,@matthewjdowd Should read  Nine Things Journalists Can Do To Be Better!  #sarcasm,sarcasm
7208,@tomroyston @SkyUK my TV isn't working and they can't do anything for a week... It's ok though they can offer £5 #sarcasm,sarcasm
7209,One Day Mataram.... #independence #day #special #sarcasm,sarcasm
7210,@MichelleRempel but it was such a diplomatic letter - I always write gov leaders ignoring facts but using lots of adjectives. #sarcasm,sarcasm
7211,"@Cinderthomtroop @NickN05L31 To be fair, I was only doing it for a joke. I actually really love Lady....and TATMRR C: #Sarcasm",sarcasm
7212,@royalliv_2013 hell no! It's the worse thing ever #sarcasm,sarcasm
7213,@newscientist @DoctorKarl Oz won't have to worry cause @GregHuntMP @mikebairdMP will have allowed coal mines to ruin our farmlands #Sarcasm,sarcasm
